name,fighter_skill_summary,url,fighter_skill_record,quote,fighter_nickname,fighter_degree,fighter_lives_in,fighter_reach,fighter_weight,fighter_leg_reach,image,fighter_age,fighter_height,fighter_from,fighter_college
Matt Wiman,Jiu-jitsu and standup,http://www.ufc.com/fighter/matt-Wiman,16-7-0,,,,"Arvada, Colorado USA","68""",155 lb ( 70 kg ),,//media.ufc.tv/fighter_images/Matt_Wiman/MattWiman_Headshot.png,34,"5' 10"" ( 177 cm )","Denver, Colorado USA",
James Vick,"Mental toughness, cardio, boxing skills",http://www.ufc.com/fighter/james-Vick,13-1-0,,The Texecutioner,,"Fort Worth, Texas United States","76""",155 lb ( 70 kg ),"43""",//media.ufc.tv/fighter_images/James_Vick/VICK_JAMES.png,31,"6' 3"" ( 190 cm )","Olney, Texas United States",
Alex White,Stand-up,http://www.ufc.com/fighter/alex-White,12-3-0,,The Spartan,,"Farmington, Missouri United States","71""",155 lb ( 70 kg ),"41""",//media.ufc.tv/fighter_images/Alex_White/WHITE_ALEX.png,29,"6' 0"" ( 182 cm )","Columbia, Missouri United States",
Davi Ramos,Jiu-Jitsu,http://www.ufc.com/fighter/davi-ramos,7-2-0,,Tasmanian Devil,,Rio de Janeiro Brazil,"70""",155 lb ( 70 kg ),"37""",//media.ufc.tv/fighter_images/Davi_Ramos/RAMOS_DAVI.png,31,"5' 8"" ( 172 cm )",Rio de Janeiro Brazil,
Michel Quinones,"Striking, counter wrestling, and ground-and-pound",http://www.ufc.com/fighter/michael-quinones,8-3-0,,Capo,,"Coral Springs, Florida United States","73""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Michel_Quinones/QUINONES_MICHEL.png,33,"5' 10"" ( 177 cm )","Queens, New York United States",
Michel Prazeres,Ground game,http://www.ufc.com/fighter/michel-Prazeres,24-2-0,,Tractor,,"Belem, Para Brazil","67""",155 lb ( 70 kg ),"37""",//media.ufc.tv/fighter_images/Michel_Ptrazeres/PRAZERES_MICHEL.png,36,"5' 6"" ( 167 cm )","Belem, Para Brazil",
Claudio Puelles,"Grappling, intelligence",http://www.ufc.com/fighter/claudio-puelles,8-2-0,,El Nino,,Lima Peru,"72""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Claudio_Puelles/PUELLES_CLAUDIO.png,22,"5' 11"" ( 180 cm )",Lima Peru,
Tony Martin,"Athleticism, grappling",http://www.ufc.com/fighter/tony-Martin,12-4-0,,,,"Boston, Massachusetts United States","73""",155 lb ( 70 kg ),"41""",//media.ufc.tv/fighter_images//Tony_Martin/2MARTIN_TONY.png,28,"6' 0"" ( 182 cm )","Palos Heights, Illinois United States",
Islam Makhachev,Wrestling,http://www.ufc.com/fighter/islam-makhachev,15-1-0,,,,Makhachkala Russia,"70""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Islam_Makhachev/MAKHACHEV_ISLAM.png,26,"5' 10"" ( 177 cm )",Dagestan Russia,
Reza Madadi,Mentally strong and always in great shape,http://www.ufc.com/fighter/reza-Madadi,14-6-0,,Mad Dog,,Stockholm Sweden,"72""",155 lb ( 70 kg ),"42""",//media.ufc.tv/fighter_images/Reza_Madadi/MADADI_REZA.png,39,"5' 11"" ( 180 cm )",Tehran Iran,
Nik Lentz,"Good takedown defense, strong kicks",http://www.ufc.com/fighter/nik-Lentz,"30-8-2, 1NC",,The Carny,,"Coconut Creek, Florida United States","68""",155 lb ( 70 kg ),"38""",//media.ufc.tv/fighter_images/Nik_Lentz/LENTZ_NIK.png,33,"5' 8"" ( 172 cm )","El Paso, Texas United States",University of Minnesota
Rashid Magomedov,"Counter striker, pressure fighter, takedown defense",http://www.ufc.com/fighter/rashid-Magomedov,20-2-0,,Goretz,,"Coconut Creek, Florida United States","70""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images/Rashid_Magamedov/MAGOMEDOV_RASHID.png,33,"5' 9"" ( 175 cm )",Dagestan Russia,
Don Madge,,http://www.ufc.com/fighter/don-Madge,7-1-0,,,,,,155 lb ( 70 kg ),,//media.ufc.tv/NONEVENT/SILHOUETTE.png,,"6' 0"" ( 182 cm )",,
Jake Ellenberger,"Heavy hands, granite chin, heart, very experienced, well-rounded",http://www.ufc.com/fighter/jake-Ellenberger,31-13-0,,The Juggernaut,,"Lake Forest, California United States","71""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Jake_Ellenberger/ELLENBERGER_JAKE.png,33,"5' 9"" ( 175 cm )","Omaha, Nebraska United States",
James Krause,Striking and unorthodox BJJ,http://www.ufc.com/fighter/james-Krause,23-8-0,,The James Krause,,"Lee's Summit, Missouri USA","73""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/James_Krause/KRAUSE_JAMES.png,31,"6' 2"" ( 187 cm )","Newport News, Virginia USA",
Joe Lauzon,Submissions,http://www.ufc.com/fighter/joe-Lauzon,27-16-0,,,,"Bridgewater, Massachusetts United States","71""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Joe_Lauzon/1LAUZON_JOE.png,33,"5' 10"" ( 177 cm )","Brockton, Massachusetts United States",
Kevin Lee,"Wrestling, boxing and my all-around style",http://www.ufc.com/fighter/kevin-Lee,16-4-0,,The Motown Phenom,,"Las Vegas, Nevada United States","77""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images/Kevin_Lee/1LEE_KEVIN.png,25,"5' 9"" ( 175 cm )","Detroit, Michigan United States",
Michael Johnson,Wrestling and striking,http://www.ufc.com/fighter/michael-Johnson,18-12-0,,The Menace,,"Boca Raton, Florida United States","73""",155 lb ( 70 kg ),"41""",//media.ufc.tv/fighter_images/Michael_Johnson/JOHNSON_MICHAEL.png,31,"5' 10"" ( 177 cm )","St. Louis, Missouri United States",
Rustam Khabilov,Wrestling,http://www.ufc.com/fighter/rustam-Khabilov,21-3-0,,Tiger,Accounting,Derbent Dagestan,"73""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Rustam_Khabilov/KHABILOV_RUSTAM.png,31,"5' 8"" ( 172 cm )",Dagestan Russia,Makhachkala Automobile and Road College
Dong Hyun Kim,Well-rounded,http://www.ufc.com/fighter/dong-hyun-the-mestro-kim,16-8-3,,The Maestro,,Busan South Korea,"70""",155 lb ( 70 kg ),"42""",//media.ufc.tv/fighter_images/Dong_Hyun_Kin_Maestro/KIM_DONG_HYUN.png,29,"5' 11"" ( 180 cm )",Busan South Korea,
Drakkar Klose,"Heart, explosiveness, exciting",http://www.ufc.com/fighter/drakkar-klose,8-1-1,,,,"Glendale, Arizona United States","70""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images/Drakkar_Klose/KLOSE_DRAKKAR.png,30,"5' 8"" ( 172 cm )","Kalamazoo, Michigan United States",
Al Iaquinta,"Wrestling, stand up",http://www.ufc.com/fighter/al-Iaquinta,13-4-1,,Raging,,"Wantagh, New York United States","70""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Al_Iaquinta/1IAQUINTA_AL.png,30,"5' 9"" ( 175 cm )","Wantagh, New York United States",
Darrell Horcher,,http://www.ufc.com/fighter/darrell-horcher,13-3-0,,The Saint,,"Shermansdale, Pennsylvania  United States","72""",155 lb ( 70 kg ),"38""",//media.ufc.tv/fighter_images/Darrell_Horcher/HORCHER_DARRELL.png,30,"5' 10"" ( 177 cm )","Chicago, Illinois United States",
Dan Hooker,Well-rounded,http://www.ufc.com/fighter/dan-Hooker,16-7-0,,The Hangman,,Auckland New Zealand,"75""",155 lb ( 70 kg ),"42""",//media.ufc.tv/fighter_images/Dan_Hooker/1HOOKER_DAN.png,28,"6' 0"" ( 182 cm )",Auckland New Zealand,
Joe Ellenberger,"Overcoming adversity, being cerebral",http://www.ufc.com/fighter/joe-Ellenberger,15-2-0,,Excalibur,"Bachelor's in Industrial Distribution, Master's in Sports Administration","Omaha, Nebraska USA","72""",155 lb ( 70 kg ),,//media.ufc.tv/fighter_images/Joe_Ellenberger/JoeEllenberger_Headshot.png,33,"5' 9"" ( 175 cm )","Omaha, Nebraska USA",University of Nebraska at Kearney
Kajan Johnson,"Work ethic, length, speed, flexibility",http://www.ufc.com/fighter/kajan-johnson,22-12-1,,Ragin',,"Vancouver, British Columbia Canada","75""",155 lb ( 70 kg ),"43""",//media.ufc.tv/fighter_images/Kajan_Johnson/JOHNSON_KAJAN.png,34,"5' 11"" ( 180 cm )","Burns Lake, British Columbia Canada",
Beneil Dariush,Intelligence and speed,http://www.ufc.com/fighter/beneil-Dariush,14-4-1,,,,"Yorba Linda, California United States","72""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Beneil_Dariush/DARIUSH_BENEIL.png,28,"5' 10"" ( 177 cm )",Goetapeh Iran,
Evan Dunham,"BJJ, good striking, big heart",http://www.ufc.com/fighter/evan-Dunham,18-7-1,,,Sociology,"Las Vegas, Nevada United States","70""",155 lb ( 70 kg ),"38""",//media.ufc.tv/fighter_images/Evan_Dunham/1DUNHAM_EVAN.png,36,"5' 10"" ( 177 cm )","Eugene, Oregon United States",University of Oregon
Joe Duffy,Well-rounded,http://www.ufc.com/fighter/joseph-duffy,16-3-0,,Irish,,Donegal Ireland,"73""",155 lb ( 70 kg ),"41""",//media.ufc.tv/fighter_images/Joseph_Duffy/DUFFY_JOE.png,30,"5' 10"" ( 177 cm )",Donegal Ireland,
Hacran Dias,"Ground game, takedowns, cardio",http://www.ufc.com/fighter/hacran-Dias,23-6-1,,,,Rio de Janeiro Brazil,"69""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images//Hacran_Dias/DIAS_HACRAN.png,33,"5' 8"" ( 172 cm )",Rio de Janeiro Brazil,
Marc Diakiese,Boxing and wrestling,http://www.ufc.com/fighter/marc-Diakiese,12-2-0,,Bonecrusher,,Doncaster England,"73""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images/Marc_Diakiese/DIAKIESE_MARC.png,25,"5' 10"" ( 177 cm )",Democratic Republic Congo,
Mitch Clarke,"Well-rounded, keeps a fast pace",http://www.ufc.com/fighter/mitch-Clarke,11-5-0,,Danger Zone,Environmental Science,"Edmonton, Alberta Canada","73""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Mitch_Clarke/CLARKE_MITCH.png,32,"5' 10"" ( 177 cm )","Sakatoon, Saskatchewan Canada",
Michael Chiesa,"Good scrambling, unorthodox style, standup",http://www.ufc.com/fighter/michael-Chiesa,14-3-0,,Maverick,,"Spokane Valley, Washington United States","75""",155 lb ( 70 kg ),"43""",//media.ufc.tv/fighter_images/Michael_Chiesa/CHIESA_MICHAEL.png,30,"6' 1"" ( 185 cm )","Aurora, Colorado United States",
Johnny Case,Striking and wrestling,http://www.ufc.com/fighter/johnny-Case,22-6-0,,Hollywood,,"Jefferson, Iowa United States","72""",155 lb ( 70 kg ),"42""",//media.ufc.tv/fighter_images/Johnny_Case/CASE_JOHNNY2.png,28,"5' 10"" ( 177 cm )","Jefferson, Iowa United States",
Frank Camacho,"Strong puncher, great top game jiu-jitsu, tough",http://www.ufc.com/fighter/frank-Camacho,21-6-0,,The Crank,,Saipan Northern Mariana Islands,"73""",155 lb ( 70 kg ),"38""",//media.ufc.tv/fighter_images/Frank_Camacho/CAMACHO_FRANK.png,28,"5' 9"" ( 175 cm )",Tamuning Guam,
Gilbert Burns,"Submissions, takedowns, knockout power",http://www.ufc.com/fighter/gilbert-Burns,14-2-0,,Durinho,,"Boca Raton, Florida USA","71""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images//Gilbert_Burns/1BURNS_GILBERT.png,31,"5' 10"" ( 177 cm )","Niteroi, Rio de Janeiro Brasil",
Damien Brown,"Wrestling, striking",http://www.ufc.com/fighter/damien-brown,17-12-0,,Beatdown,,"Brisbane, QLD Australia","68""",155 lb ( 70 kg ),"42""",//media.ufc.tv/fighter_images/Damian_Brown/BROWN_DAMIEN.png,33,"5' 10"" ( 177 cm )","Albury, NSW Austrailia",
Edson  Barboza,Explosion and aggression,http://www.ufc.com/fighter/edson-Barboza,19-5-0,,Junior,,"Nova Friburgo, Rio de Janeiro Brazil","75""",155 lb ( 70 kg ),"41""",//media.ufc.tv/fighter_images/Edson_Barboza/1BARBOZA_EDSON.png,32,"5' 11"" ( 180 cm )",Rio de Janeiro Brazil,
Will Brooks,Well-rounded,http://www.ufc.com/fighter/will-brooks,18-4-0,,Ill Will,,"Coconut Creek, Florida United States","72""",155 lb ( 70 kg ),,//media.ufc.tv/fighter_images/Will_Brooks/BROOKS_WILL.png,31,"5' 10"" ( 177 cm )","Chicago, Illinois United States",
Martin Bravo,"Wrestling, boxing",http://www.ufc.com/fighter/martin-bravo,12-1-0,,El Toro,,"Rosartio, Baja California Mexico","71""",155 lb ( 70 kg ),"38""",//media.ufc.tv/fighter_images/Martin_Bravo/BRAVO_MARTIN.png,24,"5' 8"" ( 172 cm )","Rosartio, Baja California Mexico",
Tae Hyun Bang,Wrestling,http://www.ufc.com/fighter/tae-Hyun-Bang,18-10-0,,The Korean Cowboy,Political Studies,Seoul South Korea,"71""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images/Tae_Hyun_Bang/BANG_TAE-HYUN.png,35,"5' 9"" ( 175 cm )",Seoul South Korea,Kyungbuk Science University
Olivier Aubin-Mercier,Grappling,http://www.ufc.com/fighter/olivier-Aubin-Mercier,12-2-0,,The Quebec Kid,,"Montreal, Quebec Canada","70""",155 lb ( 70 kg ),"41""",//media.ufc.tv/fighter_images/Olivier_AubinMercier/AUBIN-MERCIER_OLIVIER.png,29,"5' 9"" ( 175 cm )","Montreal, Quebec Canada",
Donavon Frelow,Boxing and Jiu-Jitsu,http://www.ufc.com/fighter/donavon-Frelow,6-3-0,,,,"Las Vegas , Nevada United States",,135 lb ( 61 kg ),,,,"5' 6"" ( 167 cm )","Los Angeles, California United States",
Johnny Eduardo,"Striking, rear naked choke",http://www.ufc.com/fighter/johnny-Eduardo,28-11-0,,,,Rio de Janeiro Brazil,"71""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Johnny_Eduardo/EDUARDO_JOHNNY_ufc212.png,39,"5' 7"" ( 170 cm )",Rio de Janeiro Brazil,
Rob Font,"Work ethic, cardio, footwork",http://www.ufc.com/fighter/rob-Font,15-3-0,,,,"Woburn, Massachusetts United States","71""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Rob_Font/FONT_ROB.png,30,"5' 8"" ( 172 cm )","Leominster, Massachusetts United States",
Merab Dvalishvili,"Judo, striking",http://www.ufc.com/fighter/merab-Dvalishvili,7-3-0,,,,"Long Island, New York United States",,135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Merab_Dvalishvili/1DVALISHVILI_MERAB.png,27,"5' 6"" ( 167 cm )",Tbilisi Georgia,
Tom Duquesnoy,"Cardio, Adaptability",http://www.ufc.com/fighter/tom-Duquesnoy,"15-2-0, 1NC",,Fire Kid,,Paris France,"68""",135 lb ( 61 kg ),"37""",//media.ufc.tv/fighter_images/Tom_Duquesnoy/DUQUESNOY_TOM.png,24,"5' 7"" ( 170 cm )",Paris France,
John Dodson,"Speed, fast hands and feet, explosive",http://www.ufc.com/fighter/john-Dodson,21-9-0,,The Magician,,"Albuquerque, New Mexico United States","66""",135 lb ( 61 kg ),"35""",//media.ufc.tv/fighter_images/John_Dodson/DODSON_JOHN.png,33,"5' 3"" ( 160 cm )","Albuquerque, New Mexico United States",
Russell Doane,Striking,http://www.ufc.com/fighter/russell-Doane,15-8-0,,,,"Honolulu, Hawaii United States","70""",135 lb ( 61 kg ),"37""",//media.ufc.tv/fighter_images/Russell_Doane/DOANE_RUSSELL-02-26-18.png,31,"5' 7"" ( 170 cm )","Honolulu, Hawaii United States",
John Castaneda ,Stamina,http://www.ufc.com/fighter/john-Castaneda,14-2-0,,Sexi Mexi,,"Minneapolis, Minnesota United States","70""",135 lb ( 61 kg ),,,26,"5' 7"" ( 170 cm )","Dallas, Texas United States",
Eddie Alvarez,"Striking, boxing, wrestling",http://www.ufc.com/fighter/eddie-alvarez,"29-5-0, 1NC",,The Underground King,,"Philadelphia, Pennsylvania  United States","69""",155 lb ( 70 kg ),"40""",//media.ufc.tv/fighter_images/Eddie_Alvarez/ALVAREZ_EDDIE.png,34,"5' 9"" ( 175 cm )","Philadelphia, Pennsylvania United States",
TJ Dillashaw,"Wrestling, Ground and Pound",http://www.ufc.com/fighter/TJ-Dillashaw,16-3-0,,,Kinesiology,"Denver, Colorado USA","67""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/TJ_Dillashaw/Belt/DILLASHAW_TJ.png,32,"5' 6"" ( 167 cm )","Angels Camp, California USA",Cal State Fullerton
Mark De La Rosa,"Boxing, jiu-jitsu",http://www.ufc.com/fighter/mark-De-La-Rosa,9-1-0,,Bumblebee,,"Fort Worth, Texas United States","65""",135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Mark_De_La_Rosa/DE_LA_ROSA_MARK.png,23,"5' 6"" ( 167 cm )","Fort Worth, Texas United States",
Bryan Caraway,"Well-rounded, high fight IQ, great at transitions",http://www.ufc.com/fighter/bryan-Caraway,21-9-0,,Kid Lightning,,"Las Vegas, Nevada United States","68""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images//Bryan_Caraway/CARAWAY_BRYAN.png,33,"5' 8"" ( 172 cm )","Goldendale, Washington United States",
Mickael Lebout,"Relentless, well-rounded, stamina",http://www.ufc.com/fighter/mickael-lebout,"14-5-1, 1NC",,Ragnar,,Paris France,"73""",155 lb ( 70 kg ),"39""",//media.ufc.tv/fighter_images/Mickael_Lebout/LEBOUT_MICKAEL_AD.png,30,"5' 11"" ( 180 cm )","Vitry-sur-Seine, Paris France",
Henry Briones,"Well-rounded fighter, heavy hands, strong ground-and-pound",http://www.ufc.com/fighter/henry-briones,19-7-1,,Bure,,"Tijuana, Baja California Mexico","69""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Henry_Briones/BRIONES_HENRY.png,37,"5' 8"" ( 172 cm )","Tijuana, Baja California Mexico",
Guido Cannetti,Kicks,http://www.ufc.com/fighter/guido-cannetti,7-3-0,,Ninja,,"San Antonio de Padua, Buenos Aires Argentina","68""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Guido_Canetti/CANNETTI_GUIDO.png,38,"5' 6"" ( 167 cm )","San Antonio de Padua, Buenos Aires Argentina",
Albert Morales,Well-rounded,http://www.ufc.com/fighter/albert-Morales,7-4-1,,The Warrior,,"Reseda, California United States","72""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Sara_McMann/MORALES_ALBERT-02-26-18.png,26,"5' 9"" ( 175 cm )","Granada Hills, California United States",
Bharat Kandare,"Takedowns, good control",http://www.ufc.com/fighter/bharat-Kandare,5-3-0,,Daring,,"Mumbai, Maharashtra India","72""",135 lb ( 61 kg ),"40""",//media.ufc.tv/fighter_images/Bharat_Kandare/KHANDARE_BHARAT.png,30,"5' 7"" ( 170 cm )","Bhagur, Nashik, Maharashtra India",
Benito Lopez,Well-rounded,http://www.ufc.com/fighter/benito-Lopez,9-0-0,,Golden Boy,,"Oroville, California United States","73""",135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Benito_Lopez/LOPEZ_BENITO.png,24,"5' 10"" ( 177 cm )","Oroville, California United States",
Matthew Lopez,"Mental toughness, wrestling",http://www.ufc.com/fighter/matthew-lopez,10-4-0,,,,"Denver, Colorado United States","69""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Matthew_Lopez/LOPEZ_MATT.png,31,"5' 7"" ( 170 cm )","Safford, Arizona United States",Cal State Fullerton
Augusto Mendes,Jiu-jitsu,http://www.ufc.com/fighter/augusto-Mendes,6-2-0,,Tanquinho,,"Glendale, Arizona United States","65""",135 lb ( 61 kg ),"36""",//media.ufc.tv/fighter_images/Augusto_Mendes/MENDES_AUGUSTO.png,35,"5' 6"" ( 167 cm )",Rio de Janeiro Brazil,
Brett Johns,Wrestling,http://www.ufc.com/fighter/brett-johns,15-0-0,,The Pikey,,Swansea Wales,"71""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Brett_Johns/1JOHNS_BRETT.png,26,"5' 7"" ( 170 cm )",Swansea Wales,
John Lineker,"Cardio, aggression",http://www.ufc.com/fighter/john-Lineker,30-8-0,,Hands of Stone,,"Paranagua, Parana Brazil","67""",135 lb ( 61 kg ),"36""",//media.ufc.tv/fighter_images/John_Lineker/LINEKER_JOHN.png,27,"5' 3"" ( 160 cm )","Paranagua, Parana Brazil",
Marlon Moraes,Well-rounded,http://www.ufc.com/fighter/marlon-moraes,20-5-1,,Magic,,"Toms River, New Jersey United States","67""",135 lb ( 61 kg ),"37""",//media.ufc.tv/fighter_images/Marlon_Moraes/MORAES_MARLON.png,29,"5' 6"" ( 167 cm )","Nova Friburgo, Rio de Janeiro  Brazil",
Pingyuan Liu,,http://www.ufc.com/fighter/pingyuan-Liu,10-5-0,,,,,,135 lb ( 61 kg ),,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png,,"5' 8"" ( 172 cm )",,
Kwan Ho Kwak,Speed,http://www.ufc.com/fighter/kwan-ho-kwak,9-2-0,,The Handsome,,Seoul South Korea,"70""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Kwan_Ho_Kwak/KWAK_KWAN_HO_singapore.png,28,"5' 7"" ( 170 cm )",Seoul South Korea,
Cheyden  Leialoha,Adaptability,http://www.ufc.com/fighter/cheyden-Leialoha,6-1-0,,Steadfast,,"Puna, Hawaii  United States","73""",135 lb ( 61 kg ),,,24,"5' 8"" ( 172 cm )","Puna, Hawaii United States",
Alfred  Khashakyan,Kickboxing and Karate,http://www.ufc.com/fighter/alfred-Khashakyan,8-4-0,,,,"Glendale, California United States","70""",135 lb ( 61 kg ),,,29,"5' 8"" ( 172 cm )",,
Brian Kelleher,"Well rounded, killer instinct, unpredictable",http://www.ufc.com/fighter/brian-Kelleher,19-8-0,,Boom,,"Selden, New York United States","66""",135 lb ( 61 kg ),"38""",//media.ufc.tv/fighter_images/Brian_Kelleher/KELLEHER_BRIAN-02-26-18.png,31,"5' 6"" ( 167 cm )","Oceanside, New York United States",
Teruto Ishihara,Left cross,http://www.ufc.com/fighter/teruto-ishihara,11-5-2,,Yashabo,,Osaka Japan,"69""",135 lb ( 61 kg ),"37""",//media.ufc.tv/fighter_images/Teruto_Ishibara/ISHIHARA_TERUTO.png,26,"5' 7"" ( 170 cm )",Kagoshima Japan,
Chris  Holdsworth,Grappling and striking,http://www.ufc.com/fighter/chris-Holdsworth,7-0-0,,Holds It Down,,"Sacramento, CA USA","71""",135 lb ( 61 kg ),,//media.ufc.tv/fighter_images/Chris_Holdsworth/ChrisHoldsworth_Headshot.png,30,"5' 11"" ( 180 cm )","Van Nuys, CA USA",
James Gray,"Pressure, grappling, speed",http://www.ufc.com/fighter/james-Gray,4-2-0,,The Phenom,,"Brighton , Michigan United States",,135 lb ( 61 kg ),,,30,"5' 9"" ( 175 cm )","Philadelphia, Pennsylvania United States",
Davey Grant,"Thai boxing, submissions",http://www.ufc.com/fighter/david-Grant,10-3-0,,Dangerous,,"Bishop Auckland, County Durham England","69""",135 lb ( 61 kg ),"40""",//media.ufc.tv/fighter_images/David_Grant/GRANT_DAVEY.png,32,"5' 8"" ( 172 cm )","Bishop Auckland, County Durham England",
Kyung Ho Kang,Well-rounded MMA fighter,http://www.ufc.com/fighter/kyung-Ho-Kang,"13-7-0, 1NC",,Mr. Perfect,,Busan South Korea,"72""",135 lb ( 61 kg ),"39""",//media.ufc.tv/fighter_images/Kyung_Ho_Kang/KANG_KYUNG_HO.png,30,"5' 9"" ( 175 cm )",Busan South Korea,
Damian Stasiak,Kicks and BJJ,http://www.ufc.com/fighter/damian-stasiak,10-5-0,,Webster,,Lodz Poland,"70""",135 lb ( 61 kg ),"40""",//media.ufc.tv/fighter_images/Damian_Stasiak/STASIAK_DAMIAN.png,28,"5' 5"" ( 165 cm )",Zgierz Poland,
Mitch Gagnon,"Wrestling, grappling, clinch",http://www.ufc.com/fighter/mitch-Gagnon,12-4-0,,,,"Sudbury, Ontario Canada","65""",135 lb ( 61 kg ),"36""",//media.ufc.tv/fighter_images/Mitch_Gagnon/GAGNON_MITCH.png,33,"5' 5"" ( 165 cm )","Sturgeon Falls, Ontario Canada",
Marlon Vera,"BJJ, wrestling",http://www.ufc.com/fighter/marlon-vera,10-5-1,,Chito,,"Chone, Manabi Ecuador","70""",135 lb ( 61 kg ),"40""",//media.ufc.tv/fighter_images/Marlon_Vera/VERA_MARLON.png,25,"5' 8"" ( 172 cm )","Chone, Manabi Ecuador",
Ricky Turcios,Freestyle,http://www.ufc.com/fighter/ricky-Turcios,8-0-0,,,,"Sacramento, California United States","71""",135 lb ( 61 kg ),"39""",,24,"5' 8"" ( 172 cm )",,
